Unnamed: 0,reviewerName,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,overall
3921,Rocket Scientist,"The description is quite confusing - it says at same time class 10, which means that you should not expect write speed higher than 10mb/sec, and at the same time, it says UHS-1, which means 30mb/sec write speed. The truth, as usually, is somewhere in the middle, but close to lower end. I have a dedicated, high speed PCI-E cardreader, which I use for chip benchmarking. So, this card showed 12mb/sec sequental write speed and 34mb/sec sequental read speed. So, UHS-1 is ""true"" only for read operations, meaning that if you wanted this card to speed-up your digital camera speed photography - you've made the wrong choice. Just for reference, this cardTranscend 16 GB Class 10 microSDHC Flash Memory Card TS16GUSDHC10has sequental write speed of 17mb/sec and sequental read speed of 24mb/sec. As you see, the cheaper transcend has average 40% faster write speeds!",2012-06-10,911,6,2,8,4,0.75,0.4092754303101689,1.0
4718,Vicente Santorsola,"Acquired this card a month ago for use in my phone Samsung Galaxy S4 and only have taken issues with it.The micro sd card is really bad, the camera takes a long time to be ready and repeatedly resets the phone. Absolutely not recommend it in my previous phone (S3) used a micro sd card 32GB Samsung brand and never had problems with it.To correct the problem of instability recommend formatting the card, I did and the problem remains the same.Live outside the U.S. and I must acquire excellent quality products because the cost of returning it exceeds the cost of the product.Next time buy a card SAMSUNG brand that never gave me problems.",2013-03-06,642,0,0,0,0,0.0,0.0,1.0
2160,jason,Crashed... Lost everything... Thanks SanDisk.  Used in gs4..not a solid product couple years worth of stuff gone in an instant.,2013-10-18,416,0,1,1,-1,0.0,0.0,1.0
294,Amazon Customer,"Does what it says. Hasn't broken yet, and I hope it doesn't break. I've had luck with this brand before. Usually get bored with the product before it breaks.",2013-02-08,668,0,1,1,-1,0.0,0.0,3.0
1012,"Coffee_a_buck_80 ""AuCafe""","I bought this to be able to load more music into my Verizon LG Android phone. I spent hours adding music to the card. Then, I put it into my Android phone. The phone did not read anything on the memory card. The other memory cards, 8GB and 32GB worked fine, so it must be a flaw in this memory card. Also, this memory card got stuck in my Android phone's slot. I had to use a utility knife with a very, very thin blade to pull out this card.",2013-12-20,353,0,0,0,0,0.0,0.0,1.0
1102,DaiLon,"Before doing research, i assumed this card would support my brand new Hero 3 camera... considering it was sold off the Gopro site, it was a no brainer... or so i thought.Anyhow, the card seems to preform well under most circumstances WITHOUT using the Protunes settings. (The problems with the Hero 3 where due to the slow write speed of this card under Protunes settings, without this setting the Hero works fine)However, after a few timelapse issues (2 - 5 sec timelapse, which is well in this card's speeds).I noticed the card is corrupt. I tested this in other cameras and found that this problem still persists. I trust Sandisk as my top choice for all my professional work, however this card has failed!I would not recommend this EXPENSIVE card, id jump for a Samsung, or even the Transcend cards. They even come with a better warranty then this card.Nothing but problems and lost memories that i cant replace....",2013-08-19,476,0,0,0,0,0.0,0.0,2.0
2863,lloyd,Slow and expensive- better options out there,2014-03-07,276,0,0,0,0,0.0,0.0,3.0
4070,"Sayaben ""Ben""","Worked great for about six months in my s4 and last week it started having device connectivity issues.  The phone keeps saying ad card removed, resetting the phone lets the memory card work for maybe 30 minutes.  Very frustrating.I have 30 gigs of media, I would appreciate scan disk resolving this issue with me and the product",2014-06-02,189,0,0,0,0,0.0,0.0,2.0
3306,"M. Petric ""kingfan""",I have not had any problems with this product and it works as it is supposed to so I would buy again.,2013-03-14,634,0,0,0,0,0.0,0.0,3.0
4056,"Sanjay Nayar ""Sanjay Nayar""","I was very excited to buy this card (64 gb) for my Samsung Galaxy Note 2 - The product arrived promptly and I was able to format it to EX Fat and use it right away in my smart phone. However, exactly 10 days later when I removed the card (after turning off the phone) and inserted it in my Desktop, I got an error saying that the card was corrupted and unreadable and that I needed to format it.Since I had already got a lot of data on it, including a lot of videos and images of our new-born twins, formatting was not a viable option.I tried to get the card working on my PC Desktop, Mac Air laptop and the Samsung Galaxy Note, but to no avail.  Finally I decided to format it. There too, I kept getting errors and that the computer was unable to format the card.  Finally I tried ""Full Format"" via my pc - got an error again and then right away ""Quick Format"" and that worked - so the card is back and working in my Note again, but now I wont trust it anymore - not after having lost so many irreplaceable images and videos.I am a professional photographer, and use memory cards all the time - this has been the worst of the lot !!",2012-10-12,787,1,0,1,1,1.0,0.2065493143772374,2.0
1829,GMac,"A month and a half after purchase...  My device powered off while the card was in use (batteries ran out).  Since then, doesn't work.  The device doesn't recognize it.  Doesn't respond to recovery, reformatting, partitioning... nothing.  I've used EaseUS, ZAR, HP USB Disk Format, and a couple others.  No dice.  Nothing can read it or fix it.",2012-11-11,757,0,0,0,0,0.0,0.0,1.0
3278,Mohammed,"I ordered this memory card because, obviously i needed more space on my phone. One of the reasons why I prefer android to apple products is it is way easier to upgrade storage space with android. My memory card arrived when I expected it to and now I have more than enough space on my galaxy S4....... I once gave this product a five star and everything before this sentence is the review from when I was satisfied with it. But now I'm having problems. I can't delete stuff of of the sd card. I tried formatting it on both my phone and my computer but nothing well delete so now I'm giving it a two star.",2013-10-24,410,0,0,0,0,0.0,0.0,2.0
3458,NONAMEHERE,"Pro:  &#9642;PriceCons:  &#9642;intially began to get card read errors on Samsung Note.  Right at 6 months it fails, lossing all my data.  Pictures, videos, documents, ect...  all gone.I shouldn't have cheaped out, I should have bought the samsung card.",2013-05-15,572,1,0,1,1,1.0,0.2065493143772374,1.0
2552,"Juan P. Bretti Mandarano ""Juan Pedro""","This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless.",2013-10-02,432,0,0,0,0,0.0,0.0,3.0
4745,Vlad,It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,2013-11-22,381,0,0,0,0,0.0,0.0,3.0
678,Born Old,"I bought this to use as expanded storage in my Asus Transformer Book T100 but it was unstable and I have had to return it. Although the tablet would see the card when it was first inserted there would be errors trying to copy files onto it and then Windows would indicate that it needed formatting. If I tried a quick format then everything seemed to be OK but the instability would return as soon as I tried to copy data to the card. If I tried a full format it always failed.I gave it two starts because it seemed to work using the supplied SD adapter in a Windows 7 laptop. I was able to do a full format on that but, when I put it back into the tablet, the problems continued. The tablet is compatible with SDXC cards and, when I tried a different micro SD card in the tablet, it worked fine so I assume it was a problem with this card.",2013-12-23,350,0,0,0,0,0.0,0.0,2.0
2161,Jason,"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",2014-02-26,285,1,0,1,1,1.0,0.2065493143772374,1.0
1035,CoreyCoop,"I was working with a three of these cards using the included adapter, and thought they were slower than they should be.  I just bought a full size Sandisk Ultra 16GB class 10 (all the same specs except size theoretically) for a different project, and it writes over twice as fast on the same computer! The write speed on this card is between 7 and 10 MB/s, the read seems to be 35MB/s, compared to the full size card with write speed of 22 to 25MB/s and a read speed of 42MB/s (this is from an imaging program, not a benchmark program, so it's not checking different sizes of transfer and the like).  Compare that with a Transcend 4 GB Class 4 card, the write speed is nearly identical (7 to 9MB/s), while the read speed on the class four is 12 to 13MB/s, significantly slower, as expected.The read speed is good, but the write speed is abysmal!  If it says ""Class 10"", it should be somewhat close to the Class 10 spec.I'm returning them.",2013-10-09,425,0,1,1,-1,0.0,0.0,2.0
