Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
675,"boomer ""Boomer""",3.0,"Picked up this memory card at a great price on a gold box deal. Reputable name, fast card. However, after several months of trying to get my phone to work with the card, formatted it, partitioned it. &#34;mounted&#34; the card, &#34;unmounted the card,&#34; all to no avail.  I realized that this memory card is not compatible with my Samsung SGH-T769 (Galaxy S 4G). No need to get frustrated and try a Sandisk &#34;Ultra&#34; 32GB Class 10 card in the phone. I replaced this card with a &#34;plain&#34; Sandisk 32GB Class 4 card in my phone, it was immediately recognized, formatted and mounted by the Samsung phone.YMMV",2012-12-30,708,0,1,1,-1,0.0,0.0
678,Born Old,2.0,"I bought this to use as expanded storage in my Asus Transformer Book T100 but it was unstable and I have had to return it. Although the tablet would see the card when it was first inserted there would be errors trying to copy files onto it and then Windows would indicate that it needed formatting. If I tried a quick format then everything seemed to be OK but the instability would return as soon as I tried to copy data to the card. If I tried a full format it always failed.I gave it two starts because it seemed to work using the supplied SD adapter in a Windows 7 laptop. I was able to do a full format on that but, when I put it back into the tablet, the problems continued. The tablet is compatible with SDXC cards and, when I tried a different micro SD card in the tablet, it worked fine so I assume it was a problem with this card.",2013-12-23,350,0,0,0,0,0.0,0.0
683,Bozvotros,3.0,I am having some trouble with it in my cell phone (Motorola Triumph)  Music player has not been reliable since I loaded songs on it.  Not sure if it is the card or my phone and it is not a consistent problem.  I need to try it on a few other devices.,2012-12-17,721,0,0,0,0,0.0,0.0
691,Brandon Batson,1.0,"Bought October 7th. Passed away December 23rd. RIP.I didn't really even use it because of the built in storage on my GS3. I had about 15 gb of music and movies on it, but only for when I was unexpectedly bored and without my zuneHd. On to the next brand I guess.",2012-12-24,714,0,0,0,0,0.0,0.0
712,Bren,1.0,"This does not appear to work with the Samsung Galaxy S3.  It worked for a few weeks, then my phone started giving me ""Unexpected Unmounted SD Card"" error messages.  After a bit of searching, people seem to agree that the S3 and Sandisk micro SD cards do not work together.",2012-12-14,724,1,1,2,0,0.5,0.0945312057342307
714,brent8577,2.0,"this card would not show 64 GB until i spent $60 on a card reader that supports sdxc, and after doing that, it is transferring at class 1 speed. i managed to get it formatted in FAT32 with 59 GB free for my Cowon J3, but it's taking 10 hours to transfer 30 GB to it. i got a refund because this is not the service and quality i paid for. i just hope the music lists on my PMP when i turn it on tomorrow. i have it in the microSDXC slot of the AFT PRO-57U, which is connected to a Syba VIA VL800 USB 3.0 card. feel free to tell me i am doing it wrong and how to get class 10 speed.UPDATE: the transfer finished, but the data does not show in my Cowon J3, so the early versions that worked are gone. do not buy these for a device that is not SDXC specific because they have changed something in them.",2012-09-24,805,0,0,0,0,0.0,0.0
798,"bwResponder ""txzz3""",1.0,"I purchased a 64Gb Samsung SD card to expand the memory of the phone.However, I frequently get a message that the card has been removed or is recovering.Sometimes the problem clears itself, other times I have to reboot the phone.It also says ""MTP application will restart to prepare SD Card"". It then starts listing the restarting/recovering SD card.I eventually replaced it with a Sandisk 16gb microsd ""HD"" card from Walmart and it is operating fine.I have been reading a lot about people having issues with the 64gb sandisk cards and the Galaxy S4.I wish I had done more research before wasting $50 on what I thought was a good buy!",2013-07-20,506,0,0,0,0,0.0,0.0
818,"Cap'n Stoob ""Stoob""",1.0,"I put this in my Galaxy Note II and put a bunch of music and PDFs on it.  I also used it to save videos and photos.  It worked well for about 2 months then, on Christmas Day (today), it said that there was an error reading the card and the card was now blank.  My phone no longer recognizes the card and even putting it into its adapter and sticking it in the SDHC reader of my laptop doesn't work.If this is SanDisk Quality, then I am not impressed.  I am going to have to deal with their warranty replacement but I'd rather have a refund than get another card that might fail after 2 months...",2012-12-25,713,2,0,2,2,1.0,0.3423802275066531
821,Capt. John,1.0,"Do not buy, card failed on the third usage.  Kicker not to my favoris you only have about 2 months to return this card for a full refund.Then, it's a pro rated rated deal when you send it back to Amamzon inLexington, KY.The failed card was in a GoPro White Edition. Needless to say, a camera thatwas purchased for summer outdoor usage in November is going to sit for quite awhile before you have time to get your money back.  Card sat all winter and failedtowards the end of April.  6 months lag to get a decent, even pro rated refund.Out of all the items I bought from Amazon this is my only bad experience.64 gigs crammed on a tiny micro SD card is too much.  I'll stick with thesmaller 32 gigs until this technology is meant to last.Refund Update, once again Amazon did the right thing anbd refunded full purchase pricefor the dead 64 gig.  Amazon is where I shop for 2 reasons.  1. I live 50 miles frombig box stores and 2. they ALWAYS make things right with no muss ...no fuss.I replaced the dead card with Amazon brand Micro 32 gig SD micro card.I have purchased Amazon branded SD cards before and they work just as good as any.Not to mention the cost savings.",2013-10-05,429,1,0,1,1,1.0,0.2065493143772374
834,Carlos Bernardo Delgado Virgen,1.0,"I get randomly error messages with my nokia808, ""disk error-"" and the card stops working, its so, so sad.. I bought a cheap 8gb micro sd class 4 that works better than this :(",2013-01-15,692,0,0,0,0,0.0,0.0
840,Carlos Gonzales,1.0,"I wish I could say this card was great. Been waiting for it for around a year and a half whilst using the 64GB one (also SanDisk) which never gave me issues; sadly I lost it. This card confused the heck out of me. I used it on my S4 and first off, it wouldn't recognize it. Tried it on my gf's S4 and same problem.Apparently it comes formatted as exFAT and thought maybe reformatting it as FAT32 would solve the problem. Well I thought it did since my phone finally recognized it upon inserting it. A new problem arose, though. I started taking pictures to try it out and odd thing was some of the pictures became corrupted. Not even viewable on the phone seconds after taking them. Some worked, others not.Later on, I restarted my phone for some reason or other. A while later I wanted to check the pictures again and, surprise surprise, everything was gone. I'd find out later that every time I restarted my phone everything on the card was being deleted. Tried it on my gf's phone and same thing happened.Tried reformatting again as FAT32 using GParted (couldn't hurt) and it just throws errors upon starting the write sequence.Too bad I can't return it as I had it shipped to me in Guatemala. So that's $119 down the toilet. I have to buy a new one now, but I think I'll go for the new Samsung EVO ones (although they don't offer a 128GB model as of this writing - bummer).",2014-05-23,199,1,0,1,1,1.0,0.2065493143772374
843,Carlos,3.0,"It may be that the internal SD slot of the 2012 Mac Book Air is not too fast perhaps?  I am very disappointed that I can only achieve 4-9 MB/s of write/read speed.  Makes me remember speeds of 5 years ago.  Again, this may be the computer's fault, but I am not too happy...",2012-08-16,844,1,1,2,0,0.5,0.0945312057342307
885,C. Escobar,3.0,after 3 months would not read at all. Used all sorts of card readers and computers and internals went completely dead. Strange for a product from this company but i guess it happens. May not happen to you but since it's a high capacity would that mean it's more susceptible to becoming corrupted? Would not buy again. (maybe a 16gb),2013-05-16,571,0,0,0,0,0.0,0.0
892,Chad2625,1.0,"I ran several tests both on my computer, and my phone it wrote at 6MB and read at about 6 to 10 depeneding on its mood. I bought this to replace a generic 32GB class 10 card that I lost (so dang small i droped it and could not find it. that Card actual wrote at 11 to 12MB and read at 20MB. I went with sandisk because my phone came with a class 2 that performs more like a class 6. What a waste of time. Refunded this item",2012-09-27,802,1,2,3,-1,0.3333333333333333,0.0614919447203962
